date,3077
20240915,"{""P24D80672748CP31D97171381"": 0.038752604038137115, ""P24D88996579CP31D97171381"": 0.04177558374537525, ""P24D97320410CP31D97171381"": 0.11703054232444862, ""P24D97320410CP31D88851913"": 0.09317078173294793, ""P24D97320410CP31D80532445"": 0.12448576626045785}"
20240916,"{""P24D80672748CP31D97171381"": 0.1157725659246435, ""P24D88996579CP31D97171381"": 0.14509859328098262, ""P24D97320410CP31D97171381"": 0.2597255427633538, ""P24D97320410CP31D88851913"": 0.17602994771607752, ""P24D97320410CP31D80532445"": 0.07974064787118004}"
