date,3077
20240220,"{""P24D88996579CP31D97171381"": 1.0, ""P24D97320410CP31D97171381"": 1.0}"
20240221,"{""P24D88996579CP31D97171381"": 1.0, ""P24D97320410CP31D97171381"": 1.0}"
20240901,"{""P24D88996579CP31D97171381"": 1.0, ""P24D97320410CP31D97171381"": 1.0}"
20240902,"{""P24D88996579CP31D97171381"": 1.0, ""P24D97320410CP31D97171381"": 1.0}"
20240903,"{""P24D88996579CP31D97171381"": 1.0, ""P24D97320410CP31D97171381"": 1.0}"
