date,3077
20240220,"{""P24D88996579CP31D97171381"": 0.5599999874830246, ""P24D97320410CP31D97171381"": 0.584999986924231}"
20240221,"{""P24D88996579CP31D97171381"": 0.2849999936297536, ""P24D97320410CP31D97171381"": 0.30374999321065843}"
20240915,"{""P24D88996579CP31D97171381"": 1.1087499752175063, ""P24D97320410CP31D97171381"": 1.1874999734573066}"
20240916,"{""P24D88996579CP31D97171381"": 0.8987499799113721, ""P24D97320410CP31D97171381"": 0.9737499782349914}"
